Age_Group,Gender,Occupation,City_Tier,Income,Monthly_Spending,Monthly_Savings,Budget_Following,Spending_Category,Tracking_Frequency,Food_Order_Frequency,Impulse_Purchase,Subscriptions,Spending_Trigger,Post_Spending_Feeling,Purchase_Decision,Discount_Influence,Financial_Goal,Financial_Awareness,Discipline_Score,App_Usage,App_Drop_Reason,Preferred_Feature,Spending_Combination,Lifestyle,App_Interest
45+,Male,Homemaker,Tier3,50000-100000,58806,9010,No,Bills,Weekly,Weekly,Rarely,4,Emotional,Dont notice,Plan,Strongly,Managing expenses,No,2,Yes,None,Expense tracking,Shopping+Travel,Luxury,Maybe
18-24,Female,Student,Tier1,50000-100000,82574,8111,No,Travel,Occasionally,Weekly,Never,5,Social,Neutral,Plan,Strongly,Debt,Sometimes,5,No,Time-consuming,Saving suggestions,Food+Shopping,Luxury,No
25-34,Male,Student,Tier1,100000+,114679,29939,No,Travel,Weekly,3-4/week,Very often,3,Need-based,Neutral,Instant,Strongly,Managing expenses,Sometimes,4,Yes,None,Budget alerts,Subscriptions+Entertainment,Balanced,Maybe
35-44,Male,Student,Tier3,Below 20000,9909,1746,Yes,Shopping,Weekly,Rarely,Rarely,1,Emotional,Guilty,Plan,Not at all,Saving,No,5,Yes,None,Spending prediction,Shopping+Travel,Luxury,No
18-24,Male,Student,Tier1,100000+,108587,16148,Yes,Bills,Occasionally,3-4/week,Rarely,0,Need-based,Guilty,Compare,Moderate,Investing,Yes,5,Yes,Time-consuming,Expense tracking,Shopping+Travel,Minimalist,Yes
25-34,Male,Homemaker,Tier3,Below 20000,14321,877,No,Travel,Daily,Daily,Very often,5,Need-based,Neutral,Plan,Moderate,Debt,Yes,1,Yes,Time-consuming,Saving suggestions,Food+Shopping,Minimalist,Yes
45+,Female,Student,Tier3,Below 20000,10094,1569,No,Bills,Daily,Rarely,Rarely,1,Need-based,Dont notice,Instant,Not at all,Debt,No,1,Yes,Not useful,Expense tracking,Food+Shopping,Luxury,No
45+,Female,Professional,Tier3,100000+,101696,17743,No,Travel,Daily,Daily,Very often,4,Social,Guilty,Instant,Moderate,Investing,No,4,Yes,Time-consuming,Expense tracking,Subscriptions+Entertainment,Luxury,Yes
18-24,Female,Student,Tier3,Below 20000,12349,2876,Yes,Food,Occasionally,Weekly,Sometimes,0,Social,Guilty,Compare,Strongly,Investing,Yes,4,No,Too manual,Budget alerts,Shopping+Travel,Minimalist,Maybe
45+,Male,Homemaker,Tier1,50000-100000,33165,12445,Yes,Bills,Occasionally,Daily,Very often,1,Social,Neutral,Compare,Strongly,Saving,Yes,3,No,None,Expense tracking,Food+Shopping,Balanced,Yes
25-34,Male,Homemaker,Tier2,100000+,80430,33449,Yes,Bills,Never,Daily,Sometimes,5,Social,Dont notice,Compare,Not at all,Investing,Yes,3,No,Not useful,Saving suggestions,Subscriptions+Entertainment,Luxury,Yes
18-24,Male,Student,Tier2,Below 20000,14969,382,Yes,Food,Occasionally,Rarely,Never,4,Emotional,Dont notice,Plan,Not at all,Saving,No,5,Yes,Time-consuming,Expense tracking,Food+Entertainment,Balanced,Maybe
18-24,Female,Student,Tier1,20000-50000,50052,3673,Yes,Shopping,Weekly,Rarely,Rarely,2,Social,Guilty,Instant,Not at all,Saving,Sometimes,1,No,None,Saving suggestions,Food+Entertainment,Luxury,Maybe
25-34,Male,Homemaker,Tier3,100000+,96964,12805,Yes,Shopping,Occasionally,Daily,Rarely,5,Need-based,Neutral,Plan,Not at all,Saving,Sometimes,4,Yes,Not useful,Spending prediction,Subscriptions+Entertainment,Luxury,No
25-34,Female,Student,Tier3,20000-50000,20863,9422,No,Shopping,Weekly,Weekly,Sometimes,5,Need-based,Dont notice,Instant,Strongly,Debt,Yes,5,No,None,Saving suggestions,Food+Shopping,Minimalist,Maybe
25-34,Female,Self-employed,Tier2,50000-100000,65386,18979,Yes,Bills,Daily,Daily,Rarely,0,Social,Neutral,Compare,Moderate,Saving,Yes,4,No,None,Budget alerts,Food+Entertainment,Luxury,No
35-44,Male,Professional,Tier1,Below 20000,16645,1514,No,Travel,Daily,Weekly,Very often,3,Need-based,Neutral,Compare,Not at all,Saving,Yes,5,No,Time-consuming,Expense tracking,Food+Shopping,Balanced,Yes
25-34,Male,Professional,Tier3,50000-100000,54408,5781,Yes,Entertainment,Daily,Rarely,Very often,4,Need-based,Dont notice,Instant,Not at all,Debt,No,2,Yes,Time-consuming,Budget alerts,Subscriptions+Entertainment,Minimalist,Yes
18-24,Female,Self-employed,Tier3,50000-100000,118152,11863,Yes,Food,Occasionally,Weekly,Sometimes,0,Social,Neutral,Instant,Strongly,Managing expenses,No,1,Yes,None,Spending prediction,Food+Entertainment,Minimalist,Yes
25-34,Female,Professional,Tier3,Below 20000,14234,488,Yes,Entertainment,Occasionally,3-4/week,Never,4,Social,Neutral,Instant,Strongly,Managing expenses,Yes,1,Yes,None,Spending prediction,Shopping+Travel,Luxury,No
25-34,Male,Homemaker,Tier3,100000+,82885,10685,Yes,Food,Never,Rarely,Never,4,Discounts,Guilty,Plan,Strongly,Managing expenses,Yes,3,Yes,Not useful,Spending prediction,Food+Entertainment,Balanced,Yes
18-24,Male,Homemaker,Tier2,100000+,106350,35159,No,Entertainment,Weekly,Weekly,Sometimes,3,Discounts,Guilty,Plan,Not at all,Saving,No,2,Yes,Time-consuming,Spending prediction,Food+Entertainment,Balanced,Yes
45+,Male,Homemaker,Tier2,50000-100000,56783,17605,No,Food,Daily,Rarely,Very often,4,Need-based,Guilty,Instant,Not at all,Managing expenses,Sometimes,3,No,None,Expense tracking,Food+Entertainment,Minimalist,Maybe
25-34,Female,Homemaker,Tier3,100000+,69300,26425,No,Travel,Weekly,Weekly,Sometimes,5,Emotional,Guilty,Instant,Not at all,Debt,Sometimes,5,Yes,Too manual,Budget alerts,Food+Shopping,Balanced,Maybe
35-44,Female,Self-employed,Tier3,50000-100000,35265,17767,Yes,Food,Occasionally,Daily,Never,5,Social,Neutral,Plan,Strongly,Debt,Sometimes,2,Yes,Time-consuming,Saving suggestions,Subscriptions+Entertainment,Minimalist,Yes
35-44,Male,Student,Tier1,20000-50000,23382,6777,Yes,Entertainment,Occasionally,Rarely,Never,1,Social,Neutral,Compare,Moderate,Saving,Yes,4,No,None,Spending prediction,Shopping+Travel,Minimalist,No
35-44,Female,Professional,Tier3,20000-50000,32956,2424,No,Travel,Occasionally,Daily,Sometimes,2,Need-based,Neutral,Plan,Moderate,Saving,Sometimes,2,Yes,Not useful,Saving suggestions,Shopping+Travel,Minimalist,Yes
25-34,Male,Student,Tier3,Below 20000,17457,1144,No,Travel,Occasionally,3-4/week,Sometimes,0,Need-based,Guilty,Plan,Moderate,Investing,Yes,3,No,Time-consuming,Expense tracking,Food+Entertainment,Balanced,Yes
45+,Male,Homemaker,Tier1,20000-50000,17596,9242,No,Shopping,Weekly,Weekly,Sometimes,2,Emotional,Neutral,Compare,Not at all,Managing expenses,Sometimes,2,Yes,Time-consuming,Budget alerts,Shopping+Travel,Balanced,Maybe
18-24,Male,Self-employed,Tier1,20000-50000,37861,2561,No,Travel,Weekly,Weekly,Never,1,Social,Neutral,Compare,Moderate,Saving,Yes,3,Yes,Time-consuming,Expense tracking,Food+Shopping,Luxury,No
18-24,Male,Student,Tier1,50000-100000,39351,9413,Yes,Travel,Never,Daily,Rarely,4,Social,Guilty,Plan,Strongly,Managing expenses,Yes,2,Yes,Too manual,Saving suggestions,Shopping+Travel,Luxury,No
45+,Female,Professional,Tier1,100000+,116226,24764,Yes,Bills,Daily,Weekly,Sometimes,5,Need-based,Neutral,Instant,Not at all,Managing expenses,No,3,No,None,Budget alerts,Food+Entertainment,Luxury,Yes
35-44,Male,Student,Tier2,50000-100000,35322,17895,No,Food,Daily,Weekly,Never,3,Need-based,Guilty,Instant,Not at all,Debt,Sometimes,1,No,None,Budget alerts,Shopping+Travel,Minimalist,No
35-44,Male,Professional,Tier1,20000-50000,20892,9621,No,Bills,Occasionally,Weekly,Rarely,2,Social,Dont notice,Plan,Strongly,Managing expenses,Yes,3,No,Time-consuming,Saving suggestions,Food+Shopping,Minimalist,Yes
45+,Male,Homemaker,Tier3,20000-50000,39170,6782,No,Entertainment,Occasionally,3-4/week,Very often,5,Need-based,Neutral,Instant,Moderate,Debt,Sometimes,5,No,Time-consuming,Budget alerts,Food+Entertainment,Luxury,Yes
25-34,Female,Student,Tier2,Below 20000,11152,1149,Yes,Travel,Daily,Weekly,Very often,1,Social,Guilty,Compare,Not at all,Investing,Yes,2,No,Too manual,Budget alerts,Subscriptions+Entertainment,Balanced,Yes
35-44,Female,Professional,Tier1,50000-100000,57226,7315,No,Travel,Daily,Rarely,Rarely,3,Social,Dont notice,Plan,Strongly,Saving,Yes,1,Yes,None,Budget alerts,Subscriptions+Entertainment,Luxury,Maybe
45+,Male,Homemaker,Tier1,100000+,67809,22018,Yes,Bills,Never,Rarely,Sometimes,5,Discounts,Neutral,Compare,Strongly,Investing,Yes,5,Yes,Not useful,Saving suggestions,Food+Entertainment,Balanced,Yes
35-44,Female,Professional,Tier3,Below 20000,15606,2829,No,Bills,Daily,Weekly,Sometimes,0,Social,Guilty,Plan,Strongly,Managing expenses,Sometimes,4,No,Too manual,Expense tracking,Food+Entertainment,Minimalist,Yes
18-24,Male,Self-employed,Tier1,50000-100000,52750,9622,Yes,Travel,Daily,Rarely,Very often,3,Discounts,Neutral,Compare,Moderate,Managing expenses,Yes,5,Yes,Too manual,Saving suggestions,Subscriptions+Entertainment,Luxury,Yes
18-24,Male,Student,Tier3,Below 20000,14347,56,No,Bills,Never,Rarely,Never,3,Emotional,Dont notice,Plan,Not at all,Saving,No,3,No,Too manual,Budget alerts,Food+Entertainment,Balanced,Yes
35-44,Male,Homemaker,Tier3,50000-100000,48543,16683,Yes,Food,Daily,Daily,Sometimes,4,Emotional,Neutral,Compare,Strongly,Managing expenses,No,5,No,Time-consuming,Budget alerts,Shopping+Travel,Luxury,Maybe
35-44,Male,Professional,Tier3,20000-50000,34845,2024,No,Entertainment,Occasionally,Daily,Very often,2,Need-based,Neutral,Compare,Moderate,Managing expenses,Yes,4,No,None,Budget alerts,Subscriptions+Entertainment,Balanced,Yes
25-34,Female,Self-employed,Tier3,100000+,70094,30160,No,Travel,Daily,Rarely,Rarely,4,Need-based,Dont notice,Instant,Not at all,Managing expenses,Sometimes,5,No,Time-consuming,Budget alerts,Food+Shopping,Minimalist,No
25-34,Male,Homemaker,Tier3,100000+,109466,18683,No,Shopping,Daily,Rarely,Rarely,3,Discounts,Neutral,Compare,Not at all,Debt,Yes,2,No,Too manual,Expense tracking,Subscriptions+Entertainment,Balanced,No
25-34,Male,Self-employed,Tier2,Below 20000,9665,2996,No,Travel,Daily,Weekly,Never,0,Discounts,Dont notice,Instant,Not at all,Investing,Yes,4,No,Too manual,Expense tracking,Food+Shopping,Luxury,Yes
18-24,Female,Homemaker,Tier1,50000-100000,35740,5991,No,Bills,Weekly,Rarely,Very often,4,Emotional,Dont notice,Plan,Moderate,Debt,No,3,No,Too manual,Spending prediction,Food+Shopping,Balanced,Yes
35-44,Male,Student,Tier2,100000+,118048,19892,No,Entertainment,Weekly,Weekly,Very often,1,Need-based,Neutral,Compare,Not at all,Managing expenses,No,3,Yes,Time-consuming,Expense tracking,Subscriptions+Entertainment,Minimalist,Yes
25-34,Male,Self-employed,Tier3,50000-100000,39154,8857,No,Bills,Never,3-4/week,Sometimes,2,Social,Guilty,Plan,Strongly,Investing,Sometimes,1,No,None,Expense tracking,Food+Entertainment,Balanced,Maybe
25-34,Female,Homemaker,Tier3,20000-50000,22823,9626,Yes,Entertainment,Weekly,Rarely,Very often,5,Social,Neutral,Instant,Not at all,Saving,Yes,5,Yes,None,Budget alerts,Shopping+Travel,Minimalist,Yes
45+,Female,Self-employed,Tier1,50000-100000,63794,17194,No,Entertainment,Daily,3-4/week,Never,4,Social,Dont notice,Plan,Not at all,Investing,Sometimes,5,No,Not useful,Spending prediction,Food+Shopping,Balanced,Yes
35-44,Male,Self-employed,Tier1,50000-100000,64166,16291,Yes,Food,Never,Rarely,Never,1,Discounts,Neutral,Instant,Not at all,Investing,Sometimes,3,Yes,Not useful,Expense tracking,Shopping+Travel,Minimalist,No
35-44,Female,Homemaker,Tier2,50000-100000,50176,7271,Yes,Food,Daily,Rarely,Never,0,Need-based,Guilty,Plan,Not at all,Managing expenses,Sometimes,5,Yes,Time-consuming,Saving suggestions,Subscriptions+Entertainment,Luxury,Maybe
18-24,Female,Student,Tier1,Below 20000,16493,2364,Yes,Travel,Never,Rarely,Never,0,Need-based,Dont notice,Compare,Moderate,Debt,No,3,Yes,Time-consuming,Saving suggestions,Food+Entertainment,Minimalist,No
18-24,Female,Student,Tier2,Below 20000,14377,1747,No,Shopping,Occasionally,3-4/week,Sometimes,3,Need-based,Guilty,Instant,Moderate,Investing,Yes,1,Yes,Time-consuming,Saving suggestions,Shopping+Travel,Minimalist,Yes
18-24,Male,Student,Tier1,50000-100000,32708,11026,Yes,Entertainment,Weekly,3-4/week,Sometimes,2,Emotional,Neutral,Instant,Moderate,Managing expenses,Sometimes,5,Yes,None,Saving suggestions,Subscriptions+Entertainment,Luxury,Yes
25-34,Female,Professional,Tier3,50000-100000,54834,7656,No,Entertainment,Weekly,Daily,Very often,3,Social,Dont notice,Plan,Not at all,Managing expenses,No,2,Yes,Too manual,Budget alerts,Food+Shopping,Luxury,Yes
25-34,Male,Self-employed,Tier1,50000-100000,36853,16277,No,Bills,Daily,Daily,Very often,4,Need-based,Dont notice,Plan,Moderate,Investing,Yes,4,No,Time-consuming,Expense tracking,Shopping+Travel,Minimalist,Maybe
25-34,Male,Professional,Tier2,100000+,108731,33230,No,Travel,Occasionally,Daily,Very often,4,Need-based,Neutral,Plan,Not at all,Investing,Sometimes,1,Yes,Too manual,Budget alerts,Shopping+Travel,Luxury,Yes
45+,Male,Professional,Tier1,100000+,53394,20756,Yes,Shopping,Daily,Rarely,Very often,5,Need-based,Guilty,Compare,Strongly,Managing expenses,No,4,No,Not useful,Expense tracking,Subscriptions+Entertainment,Minimalist,Yes
25-34,Male,Homemaker,Tier1,20000-50000,37498,7709,Yes,Shopping,Daily,Rarely,Sometimes,5,Emotional,Guilty,Plan,Strongly,Debt,Sometimes,1,No,Not useful,Expense tracking,Food+Shopping,Balanced,Yes
18-24,Male,Self-employed,Tier2,50000-100000,68771,11029,Yes,Shopping,Daily,Daily,Sometimes,2,Social,Dont notice,Compare,Strongly,Saving,No,5,No,Not useful,Budget alerts,Food+Entertainment,Balanced,Maybe
18-24,Female,Self-employed,Tier1,Below 20000,16060,660,Yes,Shopping,Daily,Weekly,Never,1,Discounts,Dont notice,Compare,Not at all,Saving,No,5,No,Time-consuming,Budget alerts,Food+Entertainment,Luxury,Maybe
45+,Male,Self-employed,Tier1,100000+,103400,24624,No,Food,Daily,3-4/week,Sometimes,1,Need-based,Guilty,Plan,Moderate,Debt,Sometimes,3,No,Not useful,Expense tracking,Food+Entertainment,Luxury,Yes
45+,Male,Self-employed,Tier2,20000-50000,38388,3744,Yes,Food,Weekly,Rarely,Rarely,3,Discounts,Neutral,Instant,Moderate,Debt,Yes,1,No,Too manual,Expense tracking,Food+Shopping,Minimalist,Yes
45+,Female,Student,Tier1,Below 20000,12644,77,Yes,Travel,Weekly,Daily,Rarely,2,Discounts,Guilty,Compare,Not at all,Saving,Sometimes,1,No,Time-consuming,Spending prediction,Food+Shopping,Balanced,Yes
25-34,Male,Professional,Tier3,20000-50000,29033,7423,No,Shopping,Occasionally,Weekly,Very often,3,Social,Neutral,Compare,Strongly,Debt,No,1,Yes,None,Saving suggestions,Food+Entertainment,Balanced,Maybe
18-24,Female,Homemaker,Tier3,100000+,73367,22501,Yes,Shopping,Weekly,Weekly,Very often,1,Social,Guilty,Plan,Strongly,Managing expenses,No,5,Yes,None,Saving suggestions,Subscriptions+Entertainment,Minimalist,Yes
18-24,Female,Student,Tier1,100000+,84987,33105,Yes,Food,Weekly,3-4/week,Sometimes,1,Discounts,Guilty,Instant,Not at all,Saving,No,3,No,None,Budget alerts,Food+Shopping,Minimalist,Yes
45+,Male,Student,Tier3,20000-50000,34051,9326,No,Travel,Weekly,Rarely,Rarely,4,Social,Dont notice,Plan,Not at all,Investing,Yes,2,Yes,Time-consuming,Budget alerts,Subscriptions+Entertainment,Balanced,No
45+,Female,Homemaker,Tier3,Below 20000,14629,646,Yes,Bills,Never,Rarely,Never,5,Emotional,Dont notice,Instant,Strongly,Managing expenses,Sometimes,1,No,Not useful,Saving suggestions,Shopping+Travel,Balanced,No
25-34,Male,Homemaker,Tier2,Below 20000,13779,402,Yes,Bills,Daily,Weekly,Rarely,5,Discounts,Guilty,Compare,Not at all,Saving,No,3,No,Time-consuming,Budget alerts,Subscriptions+Entertainment,Luxury,Yes
18-24,Male,Self-employed,Tier1,Below 20000,13423,725,No,Shopping,Daily,Rarely,Sometimes,2,Need-based,Guilty,Compare,Moderate,Managing expenses,Sometimes,3,No,None,Spending prediction,Subscriptions+Entertainment,Luxury,Yes
18-24,Male,Student,Tier3,100000+,108645,15622,Yes,Entertainment,Weekly,3-4/week,Sometimes,5,Discounts,Guilty,Compare,Not at all,Investing,Sometimes,5,No,Not useful,Budget alerts,Subscriptions+Entertainment,Minimalist,Yes
25-34,Male,Homemaker,Tier1,100000+,81332,17465,No,Food,Daily,Weekly,Never,3,Need-based,Neutral,Instant,Not at all,Debt,Yes,2,Yes,None,Budget alerts,Food+Entertainment,Luxury,No
18-24,Male,Student,Tier1,100000+,61325,39040,Yes,Food,Weekly,3-4/week,Very often,1,Discounts,Dont notice,Plan,Moderate,Debt,Sometimes,5,No,None,Spending prediction,Shopping+Travel,Luxury,Yes
25-34,Female,Homemaker,Tier3,20000-50000,27599,2716,Yes,Entertainment,Never,3-4/week,Sometimes,0,Need-based,Dont notice,Plan,Strongly,Saving,Yes,4,Yes,Too manual,Expense tracking,Food+Entertainment,Balanced,Yes
25-34,Female,Homemaker,Tier2,100000+,59768,20790,No,Food,Weekly,Weekly,Very often,3,Discounts,Neutral,Plan,Not at all,Managing expenses,Yes,5,No,Time-consuming,Budget alerts,Shopping+Travel,Luxury,Maybe
18-24,Male,Student,Tier2,Below 20000,13508,2851,No,Entertainment,Never,3-4/week,Never,3,Discounts,Guilty,Compare,Strongly,Debt,Yes,1,No,Time-consuming,Spending prediction,Subscriptions+Entertainment,Balanced,Yes
35-44,Female,Homemaker,Tier1,50000-100000,59407,18011,No,Food,Never,Weekly,Sometimes,2,Social,Neutral,Compare,Not at all,Investing,No,3,No,Too manual,Expense tracking,Subscriptions+Entertainment,Balanced,Yes
45+,Male,Self-employed,Tier1,100000+,73690,30670,No,Entertainment,Daily,Weekly,Never,1,Discounts,Guilty,Instant,Not at all,Managing expenses,Sometimes,1,Yes,Time-consuming,Budget alerts,Food+Entertainment,Luxury,Maybe
25-34,Female,Student,Tier3,50000-100000,31538,14045,Yes,Travel,Never,Rarely,Sometimes,0,Discounts,Guilty,Compare,Moderate,Investing,Sometimes,5,No,Time-consuming,Budget alerts,Food+Shopping,Balanced,Yes
35-44,Male,Self-employed,Tier1,50000-100000,36094,17757,Yes,Food,Never,3-4/week,Never,2,Social,Dont notice,Instant,Moderate,Investing,Yes,3,Yes,Too manual,Spending prediction,Shopping+Travel,Minimalist,No
18-24,Male,Self-employed,Tier1,100000+,89744,21758,Yes,Bills,Weekly,Weekly,Rarely,4,Emotional,Neutral,Plan,Strongly,Investing,Sometimes,2,No,Time-consuming,Spending prediction,Subscriptions+Entertainment,Luxury,Yes
25-34,Female,Self-employed,Tier3,20000-50000,33659,4163,No,Entertainment,Weekly,Rarely,Rarely,1,Discounts,Guilty,Instant,Moderate,Managing expenses,Yes,4,No,Not useful,Spending prediction,Subscriptions+Entertainment,Luxury,Maybe
25-34,Female,Homemaker,Tier3,Below 20000,10237,2675,Yes,Entertainment,Daily,3-4/week,Never,4,Emotional,Guilty,Compare,Not at all,Saving,Yes,1,No,None,Expense tracking,Shopping+Travel,Luxury,Maybe
35-44,Male,Student,Tier1,20000-50000,28961,5388,Yes,Travel,Daily,Daily,Sometimes,0,Emotional,Neutral,Plan,Moderate,Investing,No,2,Yes,None,Saving suggestions,Shopping+Travel,Balanced,Yes
35-44,Male,Professional,Tier1,20000-50000,20818,9219,No,Travel,Occasionally,3-4/week,Sometimes,0,Social,Guilty,Plan,Moderate,Investing,No,5,Yes,Not useful,Saving suggestions,Shopping+Travel,Balanced,Yes
35-44,Female,Self-employed,Tier2,100000+,64293,31142,Yes,Travel,Never,Weekly,Very often,4,Discounts,Dont notice,Plan,Strongly,Managing expenses,Yes,4,Yes,None,Spending prediction,Shopping+Travel,Luxury,Maybe
45+,Female,Professional,Tier2,50000-100000,65546,16302,No,Shopping,Never,Daily,Sometimes,3,Social,Guilty,Plan,Not at all,Saving,Yes,2,No,Time-consuming,Expense tracking,Food+Entertainment,Luxury,Yes
25-34,Male,Student,Tier1,20000-50000,38821,9729,Yes,Shopping,Daily,Rarely,Very often,2,Discounts,Guilty,Instant,Moderate,Saving,Sometimes,1,Yes,Time-consuming,Expense tracking,Subscriptions+Entertainment,Luxury,Yes
35-44,Female,Professional,Tier3,100000+,107473,12606,Yes,Bills,Weekly,Rarely,Never,1,Discounts,Dont notice,Instant,Strongly,Investing,Sometimes,2,No,Not useful,Expense tracking,Subscriptions+Entertainment,Minimalist,No
25-34,Female,Student,Tier2,50000-100000,47368,14945,Yes,Travel,Weekly,Daily,Very often,4,Emotional,Dont notice,Compare,Moderate,Debt,No,4,No,Too manual,Saving suggestions,Subscriptions+Entertainment,Balanced,Maybe
18-24,Female,Self-employed,Tier2,50000-100000,68213,9412,No,Bills,Daily,Daily,Very often,5,Social,Neutral,Instant,Strongly,Debt,Sometimes,2,Yes,Too manual,Saving suggestions,Food+Entertainment,Minimalist,Yes
35-44,Male,Homemaker,Tier2,20000-50000,27406,8937,Yes,Food,Daily,Rarely,Never,4,Social,Guilty,Instant,Moderate,Debt,No,5,Yes,None,Budget alerts,Food+Entertainment,Luxury,Yes
18-24,Female,Student,Tier2,100000+,52030,29205,Yes,Bills,Weekly,3-4/week,Very often,4,Emotional,Guilty,Instant,Not at all,Debt,Yes,4,Yes,Time-consuming,Spending prediction,Subscriptions+Entertainment,Balanced,Maybe
18-24,Female,Student,Tier1,Below 20000,14249,1443,No,Food,Daily,Weekly,Never,5,Emotional,Dont notice,Instant,Moderate,Managing expenses,No,3,No,Too manual,Budget alerts,Food+Shopping,Luxury,Yes
45+,Male,Homemaker,Tier3,20000-50000,34001,5195,Yes,Travel,Weekly,Daily,Very often,4,Emotional,Neutral,Instant,Not at all,Debt,No,2,Yes,Time-consuming,Saving suggestions,Subscriptions+Entertainment,Luxury,Maybe
35-44,Male,Professional,Tier3,100000+,109912,27839,No,Travel,Daily,Rarely,Rarely,0,Discounts,Neutral,Compare,Moderate,Managing expenses,No,2,No,Not useful,Expense tracking,Subscriptions+Entertainment,Balanced,No
45+,Female,Self-employed,Tier1,100000+,69956,30669,Yes,Bills,Never,Rarely,Sometimes,3,Social,Neutral,Plan,Moderate,Investing,No,1,No,None,Saving suggestions,Food+Entertainment,Luxury,Yes
35-44,Male,Professional,Tier1,20000-50000,28303,5671,Yes,Shopping,Weekly,Rarely,Never,3,Need-based,Neutral,Instant,Not at all,Saving,No,4,No,Too manual,Expense tracking,Shopping+Travel,Balanced,No
35-44,Male,Student,Tier1,100000+,178364,31733,No,Entertainment,Occasionally,Rarely,Sometimes,0,Social,Guilty,Plan,Not at all,Saving,No,1,Yes,Too manual,Expense tracking,Shopping+Travel,Minimalist,Maybe
45+,Female,Homemaker,Tier3,20000-50000,37160,9060,Yes,Food,Daily,Daily,Very often,0,Discounts,Dont notice,Instant,Strongly,Managing expenses,No,2,Yes,None,Budget alerts,Food+Shopping,Luxury,Yes
25-34,Male,Self-employed,Tier1,50000-100000,48110,19760,No,Entertainment,Daily,3-4/week,Sometimes,4,Discounts,Neutral,Compare,Moderate,Managing expenses,Sometimes,1,Yes,None,Budget alerts,Food+Entertainment,Balanced,Yes
45+,Male,Homemaker,Tier2,50000-100000,43320,19947,Yes,Food,Occasionally,Rarely,Sometimes,1,Discounts,Dont notice,Compare,Not at all,Investing,Sometimes,1,Yes,Not useful,Expense tracking,Subscriptions+Entertainment,Minimalist,Maybe
18-24,Male,Student,Tier3,50000-100000,64692,5537,Yes,Bills,Daily,Daily,Rarely,4,Need-based,Dont notice,Compare,Moderate,Saving,Yes,1,Yes,Time-consuming,Saving suggestions,Shopping+Travel,Minimalist,Yes
18-24,Female,Student,Tier3,100000+,115022,22456,No,Food,Never,Daily,Rarely,0,Need-based,Guilty,Compare,Not at all,Managing expenses,Sometimes,3,No,None,Saving suggestions,Subscriptions+Entertainment,Balanced,Maybe
35-44,Female,Self-employed,Tier3,50000-100000,49488,16033,No,Entertainment,Occasionally,Rarely,Never,4,Need-based,Neutral,Instant,Strongly,Saving,Sometimes,2,Yes,Time-consuming,Expense tracking,Subscriptions+Entertainment,Balanced,No
45+,Female,Student,Tier2,100000+,67055,15433,No,Bills,Occasionally,3-4/week,Very often,2,Social,Neutral,Plan,Strongly,Managing expenses,Yes,5,Yes,None,Expense tracking,Shopping+Travel,Minimalist,Yes
25-34,Female,Student,Tier3,50000-100000,103634,18160,Yes,Travel,Daily,Weekly,Sometimes,2,Discounts,Dont notice,Instant,Strongly,Debt,Yes,3,Yes,Too manual,Spending prediction,Food+Entertainment,Balanced,Yes
45+,Male,Self-employed,Tier3,50000-100000,49617,13005,Yes,Travel,Weekly,Daily,Very often,3,Social,Neutral,Compare,Strongly,Managing expenses,Yes,4,Yes,None,Spending prediction,Food+Entertainment,Luxury,Maybe
35-44,Female,Student,Tier1,50000-100000,35465,9950,No,Food,Daily,Daily,Very often,4,Emotional,Dont notice,Plan,Moderate,Debt,Sometimes,5,Yes,Too manual,Saving suggestions,Shopping+Travel,Balanced,Yes
18-24,Female,Homemaker,Tier2,20000-50000,26706,2040,Yes,Entertainment,Occasionally,Daily,Rarely,4,Emotional,Dont notice,Instant,Moderate,Investing,Yes,3,No,Time-consuming,Expense tracking,Food+Shopping,Balanced,Maybe
25-34,Male,Student,Tier2,20000-50000,19746,8319,Yes,Shopping,Occasionally,Daily,Sometimes,3,Social,Neutral,Instant,Strongly,Investing,No,5,Yes,Time-consuming,Budget alerts,Subscriptions+Entertainment,Minimalist,No
35-44,Male,Self-employed,Tier2,20000-50000,57132,8652,No,Food,Daily,Daily,Never,5,Need-based,Guilty,Plan,Moderate,Saving,Sometimes,4,Yes,Not useful,Saving suggestions,Food+Entertainment,Balanced,Yes
35-44,Female,Student,Tier2,100000+,88379,29328,Yes,Bills,Weekly,Rarely,Very often,0,Discounts,Guilty,Compare,Not at all,Investing,No,4,Yes,Not useful,Saving suggestions,Subscriptions+Entertainment,Minimalist,No
25-34,Female,Student,Tier2,50000-100000,53222,18159,Yes,Entertainment,Never,Daily,Very often,3,Emotional,Dont notice,Instant,Moderate,Managing expenses,Sometimes,4,Yes,Too manual,Spending prediction,Food+Entertainment,Minimalist,No
25-34,Male,Homemaker,Tier3,20000-50000,31314,6089,No,Travel,Never,Weekly,Very often,1,Social,Neutral,Instant,Strongly,Investing,Sometimes,3,No,None,Budget alerts,Subscriptions+Entertainment,Balanced,Yes
45+,Male,Professional,Tier2,Below 20000,15308,1650,No,Entertainment,Weekly,3-4/week,Rarely,2,Emotional,Guilty,Plan,Not at all,Investing,Yes,3,No,Time-consuming,Expense tracking,Food+Shopping,Luxury,No
35-44,Female,Professional,Tier2,50000-100000,68161,19515,Yes,Shopping,Daily,Daily,Rarely,3,Discounts,Neutral,Plan,Strongly,Saving,Sometimes,5,No,None,Expense tracking,Shopping+Travel,Luxury,Yes
